,Unnamed: 0,age,experience,income,zip_code,family,ccavg,education,mortgage,securities_account,cd_account,online,creditcard,personal_loan
1210,1210,50,24,84,93943,4,4.9,1,0,0,0,1,0,0
1211,1211,61,36,131,92407,1,0.9,1,0,0,0,1,0,0
1212,1212,34,8,44,91101,4,0.2,1,0,0,0,0,0,0
1213,1213,27,2,78,93943,4,0.2,1,87,0,0,0,0,0
1214,1214,61,36,15,92521,4,0.4,2,0,0,0,0,0,0
1215,1215,45,20,38,94550,4,1.9,3,144,0,0,1,1,0
1216,1216,50,25,84,91107,1,1.3,3,0,1,0,1,0,0
1217,1217,44,20,122,94305,1,0.3,1,0,0,0,1,0,0
1218,1218,62,36,98,92122,2,2.8,1,0,0,0,0,0,0
1219,1219,45,18,80,92407,3,2.6666666666666665,2,0,0,0,0,0,0
1220,1220,41,17,165,94143,2,8.0,1,0,0,0,1,0,0
1221,1221,30,5,121,94132,2,3.3,1,0,0,0,0,1,0
1222,1222,61,37,20,90011,3,0.4,2,94,0,0,0,0,0
1223,1223,45,19,11,96150,1,0.2,1,91,0,0,0,0,0
1224,1224,59,35,45,94920,1,1.8,3,0,0,0,1,0,0
1225,1225,30,6,118,94534,2,2.8,2,0,0,0,0,0,1
1226,1226,60,36,14,90089,2,0.3,1,109,0,0,1,1,0
1227,1227,39,13,30,92122,3,0.2,2,0,0,0,0,0,0
1228,1228,56,30,45,92870,1,0.2,1,98,0,0,0,0,0
1229,1229,56,32,80,94596,3,2.6666666666666665,1,0,0,0,1,0,0
1230,1230,27,1,25,94920,4,0.3,2,0,0,0,1,1,0
1231,1231,66,41,144,94306,1,2.5,1,0,1,1,1,1,0
1232,1232,43,19,84,92646,4,0.2,3,297,0,0,1,0,0
1233,1233,53,29,22,93943,2,0.4,1,0,0,0,1,0,0
1234,1234,44,18,33,90405,3,1.5,1,0,0,0,1,1,0
1235,1235,54,28,60,94110,4,2.6,3,0,0,0,0,0,0
1236,1236,31,6,81,95762,4,2.2,2,116,0,0,1,0,0
1237,1237,38,13,169,92093,1,6.8,3,0,0,1,1,1,1
1238,1238,28,2,63,91116,2,1.6,3,0,0,0,1,0,0
1239,1239,51,26,12,90245,2,0.7,3,109,0,0,1,1,0
1240,1240,52,27,15,91320,4,0.8,1,101,0,0,0,0,0
1241,1241,64,38,39,92120,1,0.5,3,0,1,1,1,1,0
1242,1242,29,4,44,91380,4,2.0,2,0,0,0,1,0,0
1243,1243,34,10,110,92697,1,4.0,1,0,0,0,1,0,0
1244,1244,33,8,130,94720,3,6.3,2,99,0,0,0,1,1
1245,1245,46,21,41,94025,1,1.4,3,128,0,0,1,0,0
1246,1246,48,22,59,91775,1,1.4,3,241,0,0,1,0,0
1247,1247,52,28,39,94606,2,0.8,1,0,0,0,1,0,0
1248,1248,44,19,35,94305,4,0.0,2,0,0,0,1,0,0
1249,1249,51,27,80,90032,1,2.6,2,0,0,0,1,1,0
1250,1250,47,20,81,94301,1,2.6666666666666665,2,0,0,0,1,0,0
1251,1251,39,13,31,95120,2,0.8,3,0,0,0,0,0,0
1252,1252,42,17,93,92182,4,1.9,3,0,0,0,0,0,0
1253,1253,57,33,45,92346,4,1.5,1,204,0,0,1,0,0
1254,1254,36,12,40,91101,2,0.6,3,0,0,0,1,1,0
1255,1255,27,1,80,95354,2,1.6,3,185,0,0,1,1,0
1256,1256,31,7,20,92115,1,0.4,3,0,0,0,1,0,0
1257,1257,63,37,41,93014,1,0.5,3,0,0,0,0,1,0
1258,1258,34,8,31,91203,1,0.3,1,104,0,0,1,1,0
1259,1259,52,27,35,95616,4,0.2,2,0,0,0,1,0,0
1260,1260,57,31,40,91107,3,1.4,3,137,0,0,1,1,0
1261,1261,63,39,84,94901,1,1.8,3,0,0,0,0,0,0
1262,1262,26,1,53,94720,2,1.6,3,0,0,0,1,0,0
1263,1263,35,5,85,92870,4,4.0,3,0,0,0,1,0,0
1264,1264,58,33,138,94546,2,3.9,1,0,0,0,1,0,0
1265,1265,32,2,71,95014,2,1.75,3,108,0,0,0,0,0
1266,1266,64,39,113,92121,1,0.8,3,0,0,0,0,1,0
1267,1267,50,23,23,94720,2,1.0,2,0,1,0,0,0,0
1268,1268,34,9,62,92677,3,2.3,1,0,0,0,0,0,0
1269,1269,36,11,14,92673,4,0.2,3,100,0,0,1,1,0
1270,1270,43,18,60,91311,2,2.2,3,0,0,0,0,1,0
1271,1271,28,4,94,92115,3,0.8,1,236,0,0,1,0,0
1272,1272,64,39,83,95616,3,1.8,2,0,0,0,1,0,0
1273,1273,60,35,130,95741,3,6.3,3,437,0,1,1,1,1
1274,1274,62,37,61,93117,4,1.7,1,0,0,0,0,0,0
1275,1275,27,2,92,95616,2,3.1,1,178,0,0,1,0,0
1276,1276,42,16,20,95351,2,0.8,3,117,0,0,1,1,0
1277,1277,45,20,194,92110,2,8.8,1,428,0,0,0,0,0
1278,1278,36,10,74,94305,1,2.5,1,0,0,0,0,1,0
1279,1279,48,22,84,90024,2,0.4,3,145,0,0,0,0,0
1280,1280,65,40,98,95064,3,1.8,2,333,0,0,0,0,0
1281,1281,39,15,52,92093,3,2.333333333333333,1,0,0,0,1,0,0
1282,1282,51,26,55,93955,1,1.3,2,236,0,0,0,1,0
1283,1283,30,6,64,94305,4,3.4,1,117,0,0,0,0,0
1284,1284,65,40,128,90740,1,2.5,1,162,0,0,1,0,0
1285,1285,38,13,113,94720,4,1.7,2,0,0,0,0,1,1
1286,1286,29,3,50,94010,3,1.1,2,0,0,0,0,1,0
1287,1287,42,18,54,94010,4,2.2,2,0,0,0,0,0,0
1288,1288,63,38,129,91326,1,0.9,1,366,0,0,1,0,0
1289,1289,46,21,82,94523,4,0.4,1,0,0,0,0,0,0
1290,1290,62,38,100,90277,4,1.7,2,0,0,0,1,0,0
1291,1291,58,34,44,94111,4,2.2,1,0,1,0,0,0,0
1292,1292,56,30,164,94610,4,0.5,2,234,0,1,1,1,1
1293,1293,56,31,81,92373,2,3.7,1,121,0,0,1,1,0
1294,1294,34,10,71,95003,1,0.1,1,257,0,0,1,1,0
1295,1295,42,17,28,92866,1,0.5,3,90,0,0,0,0,0
1296,1296,30,6,80,92399,3,1.5,1,219,0,0,1,0,0
1297,1297,61,35,90,95814,4,1.9,2,0,0,0,1,0,0
1298,1298,38,14,74,90274,1,3.6,2,0,0,0,1,1,0
1299,1299,50,25,14,95762,2,0.7,3,0,1,0,1,0,0
1300,1300,61,36,23,91754,2,0.5,2,103,0,0,1,0,0
1301,1301,41,17,153,92121,1,1.7,1,337,0,0,0,1,0
1302,1302,42,16,38,94087,3,0.9,3,0,0,0,0,0,0
1303,1303,29,5,112,94720,2,2.0,2,382,1,0,0,0,0
1304,1304,51,26,145,90025,1,8.1,1,397,0,0,0,1,0
1305,1305,32,6,28,94025,2,0.3,2,88,0,0,1,0,0
1306,1306,34,9,31,94115,4,1.1,3,0,0,0,1,1,0
1307,1307,26,2,195,94546,1,6.333333333333332,1,0,0,0,1,1,0
1308,1308,54,24,50,92037,3,2.0,3,0,0,0,1,1,0
1309,1309,38,14,71,95136,4,2.0,3,0,0,0,0,0,0
1310,1310,62,36,21,95616,3,0.3,3,0,0,0,0,0,0
1311,1311,37,11,35,90044,2,0.8,3,125,0,0,0,0,0
1312,1312,46,21,42,92691,1,2.4,1,0,0,0,1,1,0
1313,1313,52,27,78,92008,4,3.6,3,141,0,0,1,0,0
1314,1314,32,6,73,94305,4,2.2,2,0,0,0,0,0,0
1315,1315,49,25,53,95134,2,1.0,3,181,0,0,0,0,0
1316,1316,28,3,51,94086,2,1.6,3,123,0,0,0,0,0
1317,1317,55,30,40,95521,2,2.3,3,0,0,0,1,0,0
1318,1318,52,26,178,94234,1,1.0,1,0,0,0,0,0,0
1319,1319,32,6,35,94005,2,0.3,1,0,0,0,0,1,0
1320,1320,31,7,192,90250,1,0.0,2,0,0,0,1,0,1
1321,1321,27,3,123,95138,1,5.4,1,0,0,0,0,0,0
1322,1322,32,5,48,94022,2,1.6666666666666667,2,0,1,1,1,1,0
1323,1323,52,26,45,91604,3,0.6,2,0,0,0,0,0,0
1324,1324,52,28,15,95064,1,0.2,1,0,0,0,1,0,0
1325,1325,50,24,79,94304,1,0.3,1,120,0,0,1,0,0
1326,1326,32,5,63,90024,4,2.0,2,0,1,0,1,0,0
1327,1327,61,35,30,94720,2,0.2,3,0,0,0,1,0,0
1328,1328,60,36,145,95616,4,6.9,1,380,0,0,0,1,1
1329,1329,28,4,32,90095,3,1.0,2,0,0,0,0,0,0
1330,1330,34,9,64,92346,2,0.1,1,224,0,0,1,1,0
1331,1331,31,7,84,92692,1,0.1,1,0,0,0,1,0,0
1332,1332,31,5,21,94309,1,0.4,2,0,0,0,1,0,0
1333,1333,62,38,99,95014,4,1.7,2,0,0,0,1,0,0
1334,1334,47,22,35,94304,2,1.3,1,0,0,0,1,0,0
1335,1335,50,24,180,94539,1,1.7,1,0,0,0,1,1,0
1336,1336,36,12,42,93555,1,1.3333333333333333,1,0,0,0,1,0,0
1337,1337,26,0,179,92028,4,2.1,2,0,0,0,0,0,1
1338,1338,51,27,42,90245,4,0.1,3,0,0,0,0,0,0
1339,1339,52,25,180,94545,2,9.0,2,297,0,0,1,0,1
1340,1340,35,11,82,94131,4,3.4,1,0,0,0,0,0,0
1341,1341,42,16,55,91355,2,0.7,1,149,0,0,0,0,0
1342,1342,36,12,79,90041,2,2.2,1,0,0,0,1,0,0
1343,1343,41,17,48,92831,2,0.6,3,215,0,0,0,1,0
1344,1344,49,25,93,93117,1,2.7,1,0,1,0,1,0,0
1345,1345,57,32,23,92126,2,0.2,3,0,0,0,0,0,0
1346,1346,44,20,50,95670,3,2.333333333333333,1,200,0,0,0,0,0
1347,1347,60,34,85,91367,2,2.0,1,0,0,0,1,0,0
1348,1348,38,14,35,95051,1,1.5,2,97,0,0,1,0,0
1349,1349,26,2,171,93943,3,6.0,2,0,0,0,1,0,1
1350,1350,29,2,29,90266,4,1.5,2,0,0,0,0,1,0
1351,1351,59,35,84,94588,1,1.8,3,0,0,0,1,1,0
1352,1352,51,27,20,90401,4,0.5,2,0,0,0,1,0,0
1353,1353,50,25,14,94124,1,0.4,3,0,0,0,1,1,0
1354,1354,35,10,179,91942,1,8.6,1,357,0,0,0,0,0
1355,1355,61,37,48,91910,1,0.8,1,158,0,0,1,0,0
1356,1356,42,16,74,90066,1,2.8,1,0,0,0,1,0,0
1357,1357,55,29,53,95134,1,1.4,1,0,0,0,0,0,0
1358,1358,50,25,83,92007,1,2.8,2,0,0,0,1,1,0
1359,1359,64,40,171,90034,2,2.1,1,433,0,0,0,0,0
1360,1360,54,28,85,92028,4,4.9,1,0,0,0,1,0,0
1361,1361,50,26,38,95039,4,0.9,2,0,0,0,1,0,0
1362,1362,31,5,85,92130,3,1.6,1,157,0,0,1,1,0
1363,1363,32,8,79,92115,1,0.1,1,0,0,0,0,0,0
1364,1364,44,19,69,92129,4,0.4,1,0,0,0,0,0,0
1365,1365,60,35,43,94720,3,0.9,3,0,0,0,1,1,0
1366,1366,60,34,33,91107,2,0.3,1,101,0,0,1,0,0
1367,1367,62,38,42,95747,3,0.1,3,149,0,0,0,1,0
1368,1368,46,21,40,94025,4,1.9,3,122,0,0,1,0,0
1369,1369,57,33,43,91902,1,1.8,3,0,0,0,0,0,0
1370,1370,30,5,20,94545,4,0.5,3,117,0,0,0,0,0
1371,1371,58,32,65,95621,3,2.5,1,222,0,0,1,0,0
1372,1372,39,13,139,95616,3,3.4,1,483,0,0,1,0,1
1373,1373,60,35,135,92612,3,0.3,3,0,0,0,1,0,1
1374,1374,59,34,84,94043,3,1.6,3,0,0,0,1,0,0
1375,1375,50,26,179,92612,1,2.9,3,0,0,0,0,1,1
1376,1376,63,39,45,92870,4,1.3,2,86,0,0,0,0,0
1377,1377,27,3,109,93023,2,2.5,1,0,0,0,1,0,0
1378,1378,54,29,34,93305,4,0.1,3,0,0,0,1,0,0
1379,1379,62,37,162,95051,1,1.3,1,0,0,0,1,0,0
1380,1380,60,34,105,92103,2,1.4,1,0,0,0,1,0,0
1381,1381,38,12,22,91380,3,0.2,2,0,0,0,1,0,0
1382,1382,34,8,82,91775,2,1.8,1,178,0,0,1,1,0
1383,1383,65,41,105,95616,4,1.7,2,230,1,0,1,0,0
1384,1384,55,31,62,91711,1,1.8,3,0,0,0,1,0,0
1385,1385,57,31,82,95032,2,2.0,1,83,0,0,0,1,0
1386,1386,27,3,72,95616,4,0.0,1,0,0,0,1,0,0
1387,1387,35,10,38,95762,4,1.7,1,0,0,0,1,1,0
1388,1388,52,28,25,90212,4,1.0,1,0,0,0,0,0,0
1389,1389,45,15,20,94107,1,0.75,3,0,0,0,1,0,0
1390,1390,29,3,80,94305,4,1.8,2,0,0,0,1,1,0
1391,1391,44,18,84,91330,3,1.1,1,0,0,0,0,0,0
1392,1392,47,23,33,90095,1,1.0,1,0,0,0,1,1,0
1393,1393,62,37,55,95039,3,0.9,3,0,0,0,1,0,0
1394,1394,52,27,33,90095,2,0.7,2,0,0,0,0,1,0
1395,1395,47,23,190,92831,4,0.3,3,305,0,0,0,0,1
1396,1396,42,18,43,91107,1,0.3,3,158,0,0,0,0,0
1397,1397,65,41,45,95521,3,0.1,3,0,0,0,1,0,0
1398,1398,42,18,141,93407,1,3.5,1,0,0,0,0,0,0
1399,1399,40,16,69,92009,4,2.4,1,0,0,0,1,0,0
1400,1400,32,8,78,90401,4,0.1,2,0,0,0,1,0,0
1401,1401,40,15,84,94521,1,3.7,3,0,0,0,1,0,0
1402,1402,55,29,172,95064,1,5.2,2,0,0,0,0,0,1
1403,1403,32,6,51,93109,4,0.2,1,154,1,0,0,1,0
1404,1404,58,28,75,92121,1,1.4,3,0,0,0,1,0,0
1405,1405,46,22,183,91605,1,3.1,2,0,0,1,1,1,1
1406,1406,53,23,20,92123,4,0.4,3,0,0,0,1,1,0
1407,1407,63,39,101,94306,2,3.9,3,294,0,0,1,0,1
1408,1408,40,14,129,90089,1,5.9,3,0,0,0,1,0,1
1409,1409,41,17,63,90745,2,3.2,1,0,0,0,0,0,0
1410,1410,60,35,44,92126,4,2.1,1,0,0,0,0,0,0
1411,1411,65,39,184,91302,1,5.4,3,176,0,1,1,1,1
1412,1412,59,33,100,95064,2,2.0,1,127,0,0,0,0,0
1413,1413,48,24,12,90058,3,0.4,1,0,0,0,0,0,0
1414,1414,59,33,68,94105,2,2.3,3,128,1,0,1,0,0
1415,1415,33,8,48,94019,1,1.0,1,212,0,0,1,0,0
1416,1416,40,15,82,93101,2,0.4,1,0,0,0,0,0,0
1417,1417,42,18,52,94061,2,2.5,1,0,0,0,0,0,0
1418,1418,65,41,154,92008,2,4.6,2,0,1,1,1,1,1
1419,1419,30,4,39,91105,1,1.5,1,0,0,0,0,1,0
1420,1420,30,4,40,91605,1,0.3,1,0,0,1,1,1,0
1421,1421,42,17,54,94720,4,1.9,3,164,0,0,0,0,0
1422,1422,32,8,32,94143,2,1.0,2,103,0,1,1,1,0
1423,1423,55,30,64,90250,2,2.3,3,0,0,0,0,0,0
1424,1424,29,3,92,94539,2,1.3,1,287,0,0,1,0,0
1425,1425,64,38,40,91330,1,2.5,3,94,0,0,1,1,0
1426,1426,37,11,60,96651,3,0.5,3,0,0,0,1,0,0
1427,1427,31,5,85,95828,2,1.3,1,119,0,0,1,1,0
1428,1428,25,-1,21,94583,4,0.4,1,90,0,0,1,0,0
1429,1429,31,5,35,95064,1,0.6,3,171,0,0,0,0,0
1430,1430,32,7,52,92660,2,0.1,1,0,0,0,1,0,0
1431,1431,58,34,128,90058,1,7.4,1,0,0,0,0,0,0
1432,1432,26,2,195,90245,1,6.333333333333332,1,0,0,0,0,0,0
1433,1433,51,25,68,92647,2,1.5,2,117,0,0,0,1,0
1434,1434,65,41,55,93106,2,1.1,1,0,0,0,0,0,0
1435,1435,43,17,55,90266,1,0.2,1,0,0,0,1,0,0
1436,1436,46,21,80,95054,4,0.4,1,0,0,0,1,1,0
1437,1437,28,3,123,92007,1,0.8,1,146,0,0,0,0,0
1438,1438,63,37,90,94105,4,1.9,2,106,1,0,1,0,0
1439,1439,59,29,61,94025,1,1.4,3,0,0,0,0,0,0
1440,1440,42,15,41,94610,3,2.5,2,0,0,0,1,0,0
1441,1441,58,33,43,94720,2,1.6,3,0,0,0,1,0,0
1442,1442,39,13,71,95822,3,0.1,1,162,1,0,1,0,0
1443,1443,36,12,25,95051,4,1.0,1,0,0,0,1,0,0
1444,1444,60,33,154,90740,1,3.0,2,0,1,1,1,0,1
1445,1445,47,21,141,90095,1,2.4,1,0,0,0,0,0,0
1446,1446,29,4,22,92661,2,0.9,3,110,0,0,0,0,0
1447,1447,52,28,145,94131,2,6.8,1,0,0,0,1,0,0
1448,1448,41,16,49,92122,3,0.5,3,0,0,0,1,0,0
1449,1449,63,37,109,90740,1,2.0,1,0,0,0,1,0,0
1450,1450,59,34,80,90086,3,0.5,1,0,0,0,1,1,0
1451,1451,44,20,82,94555,4,1.4,2,201,0,0,1,1,0
1452,1452,54,28,52,94102,4,2.5,1,0,0,0,1,0,0
1453,1453,29,5,85,90232,3,2.5,1,0,0,0,1,1,0
1454,1454,51,25,148,90024,1,1.0,1,0,0,0,0,0,0
1455,1455,63,39,160,91330,2,2.1,1,0,0,0,0,1,0
1456,1456,36,11,39,90095,4,1.7,1,0,0,0,1,0,0
1457,1457,42,16,25,94304,2,0.8,3,0,0,0,0,1,0
1458,1458,51,25,33,93033,1,1.4,3,0,0,0,1,1,0
1459,1459,47,20,38,92115,3,2.5,2,0,0,0,0,0,0
1460,1460,40,16,85,92677,4,0.2,3,0,0,0,1,1,0
1461,1461,54,28,48,93022,1,0.2,1,0,0,0,1,0,0
1462,1462,47,21,15,95207,4,0.6,3,77,0,0,1,0,0
1463,1463,35,10,94,91343,1,0.0,1,174,0,0,1,0,0
1464,1464,28,4,120,92333,2,0.6,1,0,0,0,1,0,0
1465,1465,45,19,60,91911,1,0.7,3,159,0,0,1,0,0
1466,1466,33,9,145,94303,2,4.333333333333333,1,277,0,0,0,1,0
1467,1467,62,36,29,91107,2,0.7,3,0,0,0,0,0,0
1468,1468,45,18,78,92129,3,2.6666666666666665,2,0,0,0,1,0,0
1469,1469,59,35,59,90005,4,1.2,2,0,0,0,1,0,0
1470,1470,58,28,80,91116,2,4.5,3,0,0,0,0,1,0
1471,1471,52,26,180,94305,1,1.0,1,0,0,0,1,1,0
1472,1472,34,8,8,94710,3,0.1,2,83,0,0,1,0,0
1473,1473,65,35,23,91711,1,1.5,3,0,0,0,1,0,0
1474,1474,48,23,79,92124,2,3.8,3,0,0,0,1,0,0
1475,1475,44,19,78,92064,2,3.8,3,268,0,0,0,0,0
1476,1476,61,37,64,92028,1,0.0,2,0,0,0,0,1,0
1477,1477,40,14,64,91320,4,0.2,3,0,0,0,1,1,0
1478,1478,65,39,160,94803,4,3.8,1,237,0,0,1,0,1
1479,1479,28,4,43,91304,1,1.0,3,102,0,0,0,0,0
1480,1480,67,42,32,93943,1,1.1,3,0,0,0,0,1,0
1481,1481,35,9,179,91125,2,0.0,1,76,1,0,1,0,0
1482,1482,60,35,8,94143,1,0.1,1,0,0,0,1,0,0
1483,1483,58,32,63,92717,1,1.6,1,0,1,0,1,0,0
1484,1484,55,30,40,94126,2,2.3,3,0,1,0,1,0,0
1485,1485,34,9,99,90245,4,2.2,2,155,0,0,1,0,0
1486,1486,35,9,141,93022,2,4.5,2,0,0,0,0,0,1
1487,1487,28,4,159,93907,1,1.5,1,0,0,0,1,1,0
1488,1488,38,12,39,95825,2,0.3,1,174,0,0,1,0,0
1489,1489,62,38,99,91604,4,1.7,2,0,0,0,0,0,0
1490,1490,30,4,18,95020,4,0.3,2,0,0,0,1,1,0
1491,1491,38,12,38,94553,2,0.3,1,0,0,0,1,1,0
1492,1492,33,8,133,90024,1,0.0,1,0,0,0,1,0,0
1493,1493,58,34,84,91380,2,2.8,1,0,0,0,1,1,0
1494,1494,59,35,60,90089,1,0.0,2,0,0,0,1,1,0
1495,1495,52,28,178,92647,3,5.4,3,147,0,0,1,0,1
1496,1496,36,12,18,91330,1,0.5,3,0,0,0,0,1,0
1497,1497,45,21,73,95020,1,0.8,3,0,0,0,1,0,0
1498,1498,49,23,125,94022,1,7.3,1,0,0,0,0,0,0
1499,1499,52,26,91,92173,1,4.3,2,0,0,1,1,1,1
1500,1500,54,28,74,95014,2,1.1,1,0,0,0,1,0,0
1501,1501,30,4,35,92130,2,0.3,2,0,1,0,0,1,0
1502,1502,65,39,113,90036,1,2.0,1,0,0,0,1,1,0
1503,1503,34,8,52,94720,4,2.2,2,0,0,0,0,0,0
1504,1504,30,6,191,92028,2,4.4,2,0,0,0,1,0,1
1505,1505,51,25,18,92109,1,0.3,3,93,0,0,0,1,0
1506,1506,52,27,25,95138,2,0.0,1,0,0,0,1,1,0
1507,1507,43,18,50,91006,4,1.9,3,0,0,0,0,0,0
1508,1508,35,10,75,93940,4,0.7,3,0,0,0,1,1,0
1509,1509,56,26,92,92647,2,4.5,3,0,1,0,0,1,0
1510,1510,57,32,33,95747,2,2.0,2,0,0,0,1,0,0
1511,1511,58,32,65,90266,3,2.2,3,0,0,0,0,0,0
1512,1512,53,28,44,91604,3,1.7,1,0,0,0,0,0,0
1513,1513,45,21,183,95211,2,1.4,1,354,0,0,0,0,0
1514,1514,44,20,175,96150,2,1.4,1,0,0,0,1,1,0
1515,1515,54,28,28,94305,4,1.5,3,0,0,0,1,1,0
1516,1516,41,17,49,92130,4,2.2,2,0,0,0,0,0,0
1517,1517,52,26,45,92697,4,1.8,1,0,0,0,1,0,0
1518,1518,43,17,64,95053,4,3.0,3,221,0,0,1,0,1
1519,1519,63,38,22,92115,3,0.1,3,90,0,0,1,0,0
1520,1520,54,30,120,95039,1,7.4,1,119,0,0,1,1,0
1521,1521,33,8,175,92354,2,6.7,1,102,0,0,1,0,0
1522,1522,25,-1,101,94720,4,2.3,3,256,0,0,0,1,0
1523,1523,41,16,104,92037,1,1.0,3,0,0,0,1,0,0
1524,1524,40,16,155,94002,4,0.1,3,0,0,1,1,1,1
1525,1525,43,18,58,95747,1,2.4,1,0,0,0,0,0,0
1526,1526,36,10,80,94608,4,2.2,2,0,0,0,1,0,0
1527,1527,57,33,45,94117,1,1.8,3,195,0,0,0,0,0
1528,1528,34,9,134,94550,1,4.6,1,164,1,0,1,0,0
1529,1529,38,14,58,91709,4,2.0,3,153,1,0,0,0,0
1530,1530,47,21,20,94066,1,0.2,1,0,0,0,1,1,0
1531,1531,39,13,25,90304,4,1.5,3,0,0,0,1,0,0
1532,1532,45,20,55,94588,1,0.3,1,0,0,0,1,1,0
1533,1533,62,37,155,93943,1,1.3,1,0,0,0,0,0,0
1534,1534,59,34,30,92084,1,1.3,1,0,0,0,1,1,0
1535,1535,61,37,39,92096,4,0.4,1,0,0,0,1,1,0
1536,1536,36,12,73,95617,4,2.0,3,188,0,0,1,0,0
1537,1537,58,34,41,94608,4,1.3,1,0,0,0,1,0,0
1538,1538,55,30,34,95820,4,0.1,3,157,0,0,1,0,0
1539,1539,29,5,21,90601,3,0.9,3,119,0,0,0,0,0
1540,1540,34,8,11,91320,4,0.3,1,0,1,1,1,1,0
1541,1541,61,35,154,92704,2,6.9,1,0,0,0,0,0,0
1542,1542,50,20,19,92612,4,0.4,3,0,0,0,0,0,0
1543,1543,52,26,101,93407,2,2.4,2,0,0,0,1,0,0
1544,1544,39,15,24,92123,1,1.0,1,116,0,0,1,1,0
1545,1545,55,29,131,92675,2,2.7,1,0,1,0,0,0,0
1546,1546,33,9,105,95136,1,4.0,1,0,0,0,1,0,0
1547,1547,47,21,52,94720,1,1.2,2,194,0,0,0,0,0
1548,1548,57,32,21,92037,4,0.9,2,113,1,0,0,0,0
1549,1549,57,31,45,94305,3,1.4,1,198,0,0,1,0,0
1550,1550,40,14,39,93117,1,2.0,1,0,0,0,1,0,0
1551,1551,50,25,192,94115,2,2.8,1,238,0,0,0,1,0
1552,1552,29,5,195,94301,1,4.3,1,0,0,0,0,0,0
1553,1553,46,22,83,95616,3,0.7,1,0,0,0,0,0,0
1554,1554,42,15,34,91302,3,1.0,2,0,1,0,1,0,0
1555,1555,59,33,49,93009,4,1.7,2,104,0,0,1,0,0
1556,1556,31,1,60,94143,4,4.0,3,244,0,0,0,0,0
1557,1557,51,25,41,94939,4,1.8,1,0,0,0,0,0,0
1558,1558,35,10,72,91320,3,2.3,1,285,0,0,0,0,0
1559,1559,59,35,102,92677,4,3.0,2,115,0,0,1,0,1
1560,1560,35,10,31,95605,3,1.3,1,0,0,0,0,0,0
1561,1561,46,20,73,93106,1,1.5,2,128,0,0,1,0,0
1562,1562,34,9,89,91763,1,0.0,1,0,0,0,1,0,0
1563,1563,55,29,19,92109,4,0.7,3,121,1,0,0,1,0
1564,1564,64,40,63,94706,4,1.2,2,0,0,0,1,0,0
1565,1565,34,9,104,95758,3,1.2,3,0,0,0,1,0,0
1566,1566,61,35,40,95064,1,0.8,2,128,0,0,1,0,0
1567,1567,63,39,92,94710,2,0.0,3,0,0,0,1,0,0
1568,1568,59,33,72,92350,2,0.7,2,226,0,0,0,0,0
1569,1569,51,27,44,94305,3,1.9,2,141,0,0,0,0,0
1570,1570,41,16,114,94705,4,3.5,1,0,0,0,0,1,1
1571,1571,37,13,73,95758,4,2.4,1,0,0,0,0,0,0
1572,1572,64,40,63,91711,4,1.2,2,0,1,0,0,1,0
1573,1573,44,20,69,92028,1,0.8,3,184,0,1,1,1,0
1574,1574,62,37,42,92106,3,1.5,1,0,0,0,1,0,0
1575,1575,50,26,88,90037,1,2.7,1,0,0,0,1,0,0
1576,1576,43,18,98,92131,2,0.4,1,0,0,0,1,0,0
1577,1577,34,8,65,92093,1,3.0,1,227,0,0,1,0,1
1578,1578,38,13,12,94143,2,0.3,2,104,1,0,1,0,0
1579,1579,29,5,122,94305,4,3.0,1,0,0,0,0,1,1
1580,1580,39,14,12,92093,2,0.0,3,0,0,0,0,0,0
1581,1581,53,29,24,94105,2,0.2,1,0,0,0,0,1,0
1582,1582,43,19,170,92037,4,4.25,1,318,0,1,1,1,1
1583,1583,61,36,184,92028,4,2.3,2,342,0,1,1,1,1
1584,1584,46,20,25,93401,4,0.6,3,125,0,0,0,0,0
1585,1585,57,31,131,90502,2,2.7,1,0,0,0,0,0,0
1586,1586,59,33,50,94122,2,2.3,3,0,0,0,0,1,0
1587,1587,52,28,21,94035,2,0.4,1,0,1,0,1,0,0
1588,1588,29,3,55,95616,3,1.1,2,0,0,0,1,0,0
1589,1589,57,32,124,90049,1,0.2,2,0,0,0,1,0,1
1590,1590,49,23,58,95819,4,2.6,1,188,0,0,0,0,0
1591,1591,39,13,72,95817,2,2.8,1,0,0,0,1,0,0
1592,1592,56,31,192,90089,1,7.0,3,0,0,1,1,0,1
1593,1593,63,38,83,91320,3,1.8,2,0,0,0,1,0,0
1594,1594,37,12,93,90025,1,2.8,1,0,1,0,1,0,0
1595,1595,56,26,38,94305,3,1.0,3,110,1,0,1,0,0
1596,1596,45,20,55,92606,4,1.9,3,164,1,0,0,0,0
1597,1597,66,41,11,92325,3,0.1,3,0,1,0,0,1,0
1598,1598,40,15,85,94550,2,0.4,1,0,1,0,0,0,0
1599,1599,50,24,124,93305,1,4.9,1,266,0,0,1,0,0
1600,1600,60,36,129,92028,2,6.0,1,0,0,0,1,0,0
1601,1601,31,7,180,93407,1,4.3,1,0,0,0,0,0,0
1602,1602,40,14,74,90245,4,1.4,2,0,0,0,1,0,0
1603,1603,36,6,138,92152,1,7.0,3,86,0,0,1,0,1
1604,1604,55,29,111,90502,2,3.6,3,0,0,0,0,1,1
1605,1605,54,28,83,93555,3,0.8,1,0,0,0,1,0,0
